06/19/2017 20:53:35,068.6,043.4,0,0,0
06/19/2017 20:53:45,068.6,043.5,0,0,0
06/19/2017 20:53:55,068.6,043.5,0,0,0
06/19/2017 20:54:05,068.6,043.5,0,0,0
06/19/2017 20:54:15,068.6,043.5,0,0,0
06/19/2017 20:54:24,068.6,043.5,0,0,0
06/19/2017 20:54:34,068.6,043.5,0,0,0
06/19/2017 20:54:44,068.6,043.5,0,0,0
06/19/2017 20:54:54,068.6,043.5,0,0,0
06/19/2017 20:55:04,068.6,043.5,0,0,0
06/19/2017 20:55:14,068.6,043.5,0,0,0
06/19/2017 20:55:24,068.6,043.4,0,0,0
06/19/2017 20:55:34,068.6,043.4,0,0,0
06/19/2017 20:55:44,068.6,043.4,0,0,0
06/19/2017 20:55:54,068.6,043.4,0,0,0
06/19/2017 20:56:04,068.6,043.5,0,0,0
06/19/2017 20:56:14,068.6,043.4,0,0,0
06/19/2017 20:56:24,068.6,043.4,0,0,0
06/19/2017 20:56:34,068.6,043.5,0,0,0
06/19/2017 20:56:44,068.6,043.5,0,0,0
06/19/2017 20:56:54,068.6,043.6,0,0,0
06/19/2017 20:57:04,068.6,043.6,0,0,0
06/19/2017 20:57:14,068.6,043.6,0,0,0
06/19/2017 20:57:24,068.6,043.6,0,0,0
06/19/2017 20:57:34,068.6,043.6,0,0,0
06/19/2017 20:57:44,068.6,043.6,0,0,0
06/19/2017 20:57:54,068.6,043.6,0,0,0
06/19/2017 20:58:04,068.6,043.5,0,0,0
06/19/2017 20:58:14,068.6,043.5,0,0,0
06/19/2017 20:58:24,068.6,043.4,0,0,0
06/19/2017 20:58:34,068.6,043.3,0,0,0
06/19/2017 20:58:43,068.6,043.3,0,0,0
06/19/2017 20:58:53,068.6,043.3,0,0,0
06/19/2017 20:59:03,068.6,043.3,0,0,0
06/19/2017 20:59:17,068.6,043.3,0,0,0
06/19/2017 20:59:27,068.6,043.3,0,0,0
06/19/2017 20:59:37,068.6,043.3,0,0,0
06/19/2017 20:59:47,068.6,043.3,0,0,0
06/19/2017 20:59:57,068.6,043.2,0,0,0
06/19/2017 21:00:00,068.6,043.2,0,0,0
06/19/2017 21:00:07,068.6,043.2,0,0,0
06/19/2017 21:00:17,068.6,043.2,0,0,0
06/19/2017 21:00:26,068.6,043.2,0,0,0
06/19/2017 21:00:36,068.6,043.2,0,0,0
06/19/2017 21:00:46,068.6,043.2,0,0,0
06/19/2017 21:00:56,068.6,043.2,0,0,0
06/19/2017 21:01:06,068.6,043.2,0,0,0
06/19/2017 21:01:16,068.6,043.1,0,0,0
06/19/2017 21:01:26,068.6,043.1,0,0,0
06/19/2017 21:01:36,068.6,043.1,0,0,0
06/19/2017 21:01:46,068.6,043.1,0,0,0
06/19/2017 21:01:56,068.6,043.1,0,0,0
06/19/2017 21:02:06,068.6,043.1,0,0,0
06/19/2017 21:02:16,068.6,043.1,0,0,0
06/19/2017 21:02:26,068.6,043.1,0,0,0
06/19/2017 21:02:36,068.6,043.1,0,0,0
06/19/2017 21:02:46,068.6,043.1,0,0,0
06/19/2017 21:02:56,068.6,043.1,0,0,0
06/19/2017 21:03:06,068.6,043.1,0,0,0
06/19/2017 21:03:16,068.6,043.1,0,0,0
06/19/2017 21:03:26,068.6,043.2,0,0,0
06/19/2017 21:03:36,068.6,043.2,0,0,0
06/19/2017 21:03:46,068.6,043.2,0,0,0
06/19/2017 21:03:56,068.6,043.2,0,0,0
06/19/2017 21:04:06,068.6,043.2,0,0,0
06/19/2017 21:04:16,068.6,043.2,0,0,0
06/19/2017 21:04:26,068.6,043.2,0,0,0
